customerid,invoicedate,days_inactive,churned
13650.0,2011-11-23 12:22:00,16,False
13651.0,2011-11-04 14:59:00,34,False
13652.0,2011-10-25 08:51:00,45,False
13653.0,2010-08-09 08:19:00,487,True
13654.0,2011-10-27 16:24:00,42,False
13655.0,2011-08-17 14:25:00,113,True
13656.0,2011-06-28 10:31:00,164,True
13657.0,2011-11-29 12:32:00,10,False
13658.0,2011-11-30 10:13:00,9,False
13659.0,2011-05-18 12:37:00,205,True
13660.0,2010-11-04 16:10:00,399,True
13661.0,2010-04-15 14:58:00,602,True
13662.0,2011-09-15 12:04:00,85,False
13663.0,2011-06-13 15:44:00,178,True
13665.0,2010-11-18 13:06:00,385,True
13666.0,2011-10-10 15:39:00,59,False
13667.0,2011-07-13 15:42:00,148,True
13668.0,2011-12-07 12:11:00,2,False
13669.0,2011-10-20 09:32:00,50,False
13670.0,2011-09-25 15:25:00,74,False
13671.0,2010-11-10 10:50:00,394,True
13672.0,2011-02-11 13:53:00,300,True
13673.0,2011-11-21 12:11:00,18,False
13674.0,2010-10-03 10:41:00,432,True
13675.0,2011-07-11 12:57:00,150,True
13676.0,2010-06-18 17:30:00,538,True
13677.0,2010-10-31 11:32:00,404,True
13678.0,2011-07-11 10:14:00,151,True
13679.0,2010-08-03 12:13:00,493,True
13680.0,2011-12-08 13:47:00,0,False
13681.0,2011-11-22 11:13:00,17,False
13682.0,2011-06-05 14:06:00,186,True
13683.0,2010-09-08 10:00:00,457,True
13684.0,2011-02-27 10:13:00,285,True
13685.0,2011-12-07 11:41:00,2,False
13686.0,2011-06-10 09:10:00,182,True
13687.0,2010-09-27 16:30:00,437,True
13688.0,2010-03-14 14:11:00,634,True
13689.0,2011-10-07 13:21:00,62,False
13690.0,2011-10-11 15:03:00,58,False
13691.0,2010-11-08 17:34:00,395,True
13692.0,2011-11-15 11:17:00,24,False
13693.0,2010-11-30 18:21:00,373,True
13694.0,2011-12-06 09:32:00,3,False
13695.0,2011-11-08 14:26:00,30,False
13696.0,2010-10-14 09:44:00,421,True
13697.0,2011-11-01 09:14:00,38,False
13698.0,2010-04-22 11:52:00,596,True
13699.0,2011-07-07 16:51:00,154,True
13700.0,2011-11-13 13:00:00,25,False
13701.0,2010-09-19 12:39:00,446,True
13702.0,2010-09-20 11:40:00,445,True
13703.0,2011-01-25 13:10:00,317,True
13704.0,2011-12-04 15:13:00,4,False
13705.0,2011-12-02 12:32:00,7,False
13706.0,2011-02-10 09:21:00,302,True
13707.0,2011-03-17 18:03:00,266,True
13708.0,2011-03-13 13:46:00,270,True
13709.0,2011-12-06 10:28:00,3,False
13710.0,2011-11-08 08:16:00,31,False
13711.0,2011-05-05 10:31:00,218,True
13712.0,2011-04-07 12:33:00,246,True
13713.0,2010-10-27 16:18:00,407,True
13714.0,2010-08-31 13:57:00,464,True
13715.0,2011-03-03 19:21:00,280,True
13716.0,2011-03-15 13:49:00,268,True
13717.0,2011-11-07 14:13:00,31,False
13718.0,2011-04-07 13:24:00,245,True
13719.0,2011-11-24 15:26:00,14,False
13720.0,2011-08-15 12:46:00,116,True
13721.0,2011-11-03 14:05:00,35,False
13722.0,2011-07-31 12:44:00,131,True
13723.0,2011-05-06 17:04:00,216,True
13724.0,2010-03-12 15:28:00,636,True
13725.0,2011-10-21 10:03:00,49,False
13726.0,2011-11-01 10:49:00,38,False
13727.0,2011-11-11 09:46:00,28,False
13728.0,2011-11-03 10:49:00,36,False
13729.0,2010-09-30 10:44:00,435,True
13730.0,2011-07-27 08:35:00,135,True
13731.0,2011-05-04 14:33:00,218,True
13732.0,2011-11-11 15:49:00,27,False
13733.0,2010-10-25 12:18:00,410,True
13734.0,2010-07-19 12:04:00,508,True
13735.0,2011-11-15 11:14:00,24,False
13736.0,2011-12-04 15:19:00,4,False
13737.0,2011-05-23 16:32:00,199,True
13738.0,2010-11-08 15:23:00,395,True
13739.0,2011-11-21 13:35:00,17,False
13740.0,2011-04-13 10:32:00,240,True
13741.0,2011-09-29 09:19:00,71,False
13742.0,2011-11-23 11:07:00,16,False
13743.0,2011-12-07 10:09:00,2,False
13744.0,2011-09-05 15:19:00,94,True
13745.0,2011-06-30 16:43:00,161,True
13746.0,2010-10-22 11:55:00,413,True
13747.0,2010-12-01 10:37:00,373,True
13748.0,2011-09-05 09:45:00,95,True
13750.0,2011-10-17 12:16:00,53,False
13751.0,2011-02-24 15:56:00,287,True
13752.0,2011-08-07 14:16:00,123,True
13753.0,2011-02-25 12:48:00,287,True
13754.0,2011-07-11 11:51:00,151,True
13755.0,2011-12-06 12:26:00,3,False
13756.0,2011-12-07 16:44:00,1,False
13757.0,2010-02-03 12:37:00,674,True
13758.0,2011-11-28 11:11:00,11,False
13759.0,2011-11-06 14:47:00,32,False
13760.0,2011-10-16 16:13:00,53,False
13761.0,2011-10-20 14:01:00,49,False
13762.0,2011-05-05 09:15:00,218,True
13763.0,2011-10-07 15:13:00,62,False
13764.0,2011-09-30 12:03:00,70,False
13765.0,2010-02-24 13:46:00,652,True
13766.0,2010-08-01 14:25:00,494,True
13767.0,2011-12-07 15:00:00,1,False
13768.0,2009-12-13 10:41:00,726,True
13769.0,2011-12-07 15:08:00,1,False
13770.0,2010-10-13 15:10:00,421,True
13771.0,2011-10-06 14:18:00,63,False
13772.0,2011-11-06 11:43:00,33,False
13773.0,2010-11-08 11:49:00,396,True
13774.0,2011-09-19 12:06:00,81,False
13775.0,2010-04-28 12:15:00,590,True
13776.0,2010-10-07 16:11:00,427,True
13777.0,2011-12-09 12:25:00,0,False
13778.0,2011-08-28 15:25:00,102,True
13779.0,2010-07-12 11:24:00,515,True
13780.0,2011-12-02 13:49:00,6,False
13781.0,2011-04-03 12:08:00,250,True
13782.0,2011-11-27 11:54:00,12,False
13783.0,2010-08-09 09:23:00,487,True
13784.0,2011-11-30 09:33:00,9,False
13785.0,2010-10-07 09:25:00,428,True
13786.0,2010-12-07 13:53:00,366,True
13787.0,2011-09-25 12:06:00,75,False
13788.0,2010-07-22 15:50:00,504,True
13789.0,2010-11-16 15:31:00,387,True
13790.0,2011-12-05 15:48:00,3,False
13791.0,2011-08-04 11:44:00,127,True
13792.0,2011-10-04 14:31:00,65,False
13793.0,2010-03-03 08:25:00,646,True
13794.0,2010-06-11 12:30:00,546,True
13795.0,2010-11-16 17:25:00,387,True
13796.0,2010-07-28 14:45:00,498,True
13797.0,2010-09-29 10:34:00,436,True
13798.0,2011-12-08 15:51:00,0,False
13799.0,2011-08-15 12:07:00,116,True
13800.0,2011-02-03 12:27:00,309,True
13801.0,2011-10-04 10:15:00,66,False
13802.0,2011-07-24 10:54:00,138,True
13803.0,2011-03-29 12:57:00,254,True
13804.0,2011-11-09 12:32:00,30,False
13805.0,2011-10-18 14:50:00,51,False
13806.0,2011-10-07 11:43:00,63,False
13807.0,2010-12-07 15:48:00,366,True
13808.0,2011-12-04 12:18:00,5,False
13809.0,2011-02-07 13:15:00,304,True
13810.0,2011-11-11 08:33:00,28,False
13811.0,2011-06-09 09:54:00,183,True
13812.0,2011-10-28 14:27:00,41,False
13813.0,2011-10-31 10:38:00,39,False
13814.0,2011-09-08 13:48:00,91,True
13815.0,2011-11-17 14:19:00,21,False
13816.0,2011-11-16 08:38:00,23,False
13817.0,2011-11-10 17:49:00,28,False
13818.0,2010-10-06 12:35:00,429,True
13819.0,2011-02-11 10:38:00,301,True
13820.0,2010-10-17 13:46:00,417,True
13821.0,2011-07-18 09:49:00,144,True
13822.0,2011-12-04 12:13:00,5,False
13823.0,2011-11-21 10:22:00,18,False
13824.0,2011-11-07 12:41:00,32,False
13825.0,2010-03-28 11:02:00,621,True
13826.0,2011-06-16 13:48:00,175,True
13827.0,2011-10-13 12:38:00,57,False
13828.0,2011-11-17 16:02:00,21,False
13829.0,2010-10-14 18:19:00,420,True
13830.0,2010-05-07 12:24:00,581,True
13831.0,2011-11-23 15:41:00,15,False
13832.0,2011-11-20 15:36:00,18,False
13833.0,2011-07-03 13:27:00,158,True
13834.0,2010-05-12 10:27:00,576,True
13835.0,2011-11-14 15:37:00,24,False
13836.0,2010-11-05 13:31:00,398,True
13837.0,2011-05-12 12:10:00,211,True
13838.0,2011-12-04 11:00:00,5,False
13839.0,2010-08-10 13:52:00,485,True
13840.0,2010-10-19 13:34:00,415,True
13841.0,2011-04-01 12:10:00,252,True
13842.0,2011-10-12 10:51:00,58,False
13843.0,2010-11-23 17:48:00,380,True
13844.0,2011-11-28 13:21:00,10,False
13845.0,2011-10-06 08:25:00,64,False
13846.0,2011-11-15 12:07:00,24,False
13847.0,2009-12-20 10:41:00,719,True
13848.0,2011-09-08 12:58:00,91,True
13849.0,2011-10-19 10:59:00,51,False
13850.0,2011-08-02 14:04:00,128,True
13851.0,2011-09-05 12:36:00,95,True
13852.0,2010-04-08 09:06:00,610,True
13853.0,2011-10-13 14:18:00,56,False
13854.0,2011-12-01 09:06:00,8,False
13855.0,2010-07-27 09:53:00,500,True
13856.0,2011-06-24 10:03:00,168,True
13857.0,2010-11-11 12:54:00,392,True
13858.0,2011-10-13 16:17:00,56,False
13859.0,2011-01-17 16:14:00,325,True
13860.0,2011-12-08 12:57:00,0,False
13861.0,2010-10-06 14:20:00,428,True
13862.0,2011-11-21 16:24:00,17,False
13863.0,2011-04-06 10:20:00,247,True
13864.0,2010-11-18 12:50:00,386,True
13865.0,2011-10-12 13:31:00,57,False
13866.0,2011-09-26 14:54:00,73,False
13867.0,2011-11-08 15:48:00,30,False
13868.0,2011-12-02 16:32:00,6,False
13869.0,2011-08-08 13:53:00,122,True
13870.0,2011-12-07 13:23:00,1,False
13871.0,2011-11-17 10:49:00,22,False
13872.0,2010-06-30 15:35:00,526,True
13873.0,2011-08-12 10:08:00,119,True
13874.0,2010-12-16 18:20:00,357,True
13875.0,2011-10-17 09:36:00,53,False
13876.0,2011-10-07 10:22:00,63,False
13877.0,2011-09-14 15:49:00,85,False
13878.0,2011-10-16 12:19:00,54,False
13879.0,2010-03-04 10:49:00,645,True
13880.0,2011-11-18 13:44:00,20,False
13881.0,2011-12-06 12:50:00,3,False
13882.0,2011-12-07 11:16:00,2,False
13883.0,2011-11-29 10:45:00,10,False
13884.0,2011-12-02 16:30:00,6,False
13885.0,2011-06-03 15:07:00,188,True
13886.0,2011-09-29 13:17:00,70,False
13887.0,2011-05-19 17:22:00,203,True
13888.0,2011-08-12 10:13:00,119,True
13889.0,2011-09-08 09:13:00,92,True
13890.0,2011-12-08 15:36:00,0,False
13891.0,2010-11-26 15:57:00,377,True
13892.0,2011-11-13 11:50:00,26,False
13893.0,2011-02-15 11:30:00,297,True
13894.0,2011-11-16 09:44:00,23,False
13895.0,2011-11-11 16:57:00,27,False
13896.0,2010-03-24 08:55:00,625,True
13897.0,2011-10-20 14:30:00,49,False
13898.0,2011-01-18 10:28:00,325,True
13899.0,2011-11-23 13:40:00,15,False
13900.0,2011-06-09 19:26:00,182,True
13901.0,2011-09-28 14:48:00,71,False
13902.0,2010-03-17 13:09:00,631,True
13903.0,2010-11-04 17:44:00,399,True
13904.0,2011-11-02 13:41:00,36,False
13905.0,2009-12-07 11:41:00,732,True
13906.0,2010-10-26 15:00:00,408,True
13907.0,2010-01-17 12:22:00,691,True
13908.0,2011-09-21 11:49:00,79,False
13909.0,2010-10-12 17:22:00,422,True
13911.0,2011-10-13 15:43:00,56,False
13912.0,2010-10-12 08:43:00,423,True
13913.0,2010-07-21 10:11:00,506,True
13914.0,2011-11-28 10:35:00,11,False
13915.0,2010-11-10 15:17:00,393,True
13916.0,2010-09-02 10:04:00,463,True
13917.0,2011-10-21 09:56:00,49,False
13918.0,2011-10-21 12:25:00,49,False
13919.0,2011-10-11 14:24:00,58,False
13920.0,2010-10-04 12:37:00,431,True
13921.0,2010-11-02 16:32:00,401,True
13922.0,2010-12-23 10:38:00,351,True
13923.0,2011-10-17 12:33:00,53,False
13924.0,2011-12-08 09:39:00,1,False
13925.0,2011-09-08 12:47:00,92,True
13926.0,2011-11-16 13:16:00,22,False
13927.0,2011-09-26 12:00:00,74,False
13928.0,2011-11-29 10:33:00,10,False
13929.0,2011-06-23 15:26:00,168,True
13930.0,2011-10-13 09:45:00,57,False
13931.0,2011-09-05 10:12:00,95,True
13932.0,2011-02-18 12:02:00,294,True
13933.0,2011-08-22 14:03:00,108,True
13934.0,2011-03-21 08:39:00,263,True
13935.0,2010-04-22 11:21:00,596,True
13936.0,2011-06-13 08:47:00,179,True
13937.0,2011-06-23 16:35:00,168,True
13938.0,2011-11-04 14:37:00,34,False
13939.0,2011-11-16 13:33:00,22,False
13940.0,2011-11-22 15:15:00,16,False
13941.0,2011-11-18 09:43:00,21,False
13942.0,2010-06-23 12:35:00,534,True
13943.0,2010-05-11 11:30:00,577,True
13944.0,2010-02-24 15:02:00,652,True
13945.0,2010-11-10 10:00:00,394,True
13946.0,2011-09-21 13:33:00,78,False
13947.0,2011-10-05 14:42:00,64,False
13948.0,2010-12-14 10:18:00,360,True
13949.0,2011-12-07 09:35:00,2,False
13950.0,2011-11-28 14:44:00,10,False
13951.0,2011-06-16 16:43:00,175,True
13952.0,2011-05-06 09:00:00,217,True
13953.0,2011-12-02 16:04:00,6,False
13954.0,2011-12-08 12:50:00,1,False
13955.0,2011-07-08 17:19:00,153,True
13956.0,2011-12-04 13:20:00,4,False
13957.0,2010-10-18 10:02:00,417,True
13958.0,2010-11-25 10:11:00,379,True
13959.0,2011-09-21 15:06:00,78,False
13960.0,2011-11-18 15:27:00,20,False
13961.0,2010-11-12 14:40:00,391,True
13962.0,2011-11-18 08:47:00,21,False
13963.0,2011-02-04 14:43:00,307,True
13964.0,2010-11-17 13:53:00,386,True
13965.0,2010-08-20 10:40:00,476,True
13966.0,2010-09-30 13:08:00,434,True
13967.0,2011-07-17 12:02:00,145,True
13968.0,2010-10-12 13:22:00,422,True
13969.0,2011-12-02 15:11:00,6,False
13970.0,2010-11-18 13:21:00,385,True
13971.0,2011-11-21 12:06:00,18,False
13972.0,2011-09-30 11:54:00,70,False
13973.0,2011-02-25 15:21:00,286,True
13974.0,2011-10-21 14:41:00,48,False
13975.0,2011-11-08 13:19:00,30,False
13976.0,2011-05-17 09:13:00,206,True
13977.0,2010-10-24 14:08:00,410,True
13978.0,2011-11-25 11:36:00,14,False
13979.0,2011-09-27 13:32:00,72,False
13980.0,2011-10-10 13:34:00,59,False
13981.0,2010-10-20 10:03:00,415,True
13982.0,2011-10-31 16:24:00,38,False
13983.0,2011-11-10 11:06:00,29,False
13984.0,2011-11-13 12:38:00,26,False
13985.0,2011-12-05 17:06:00,3,False
13986.0,2011-11-22 15:00:00,16,False
13987.0,2010-11-25 10:20:00,379,True
13988.0,2011-11-20 10:15:00,19,False
13989.0,2011-10-05 09:47:00,65,False
13990.0,2011-05-10 15:19:00,212,True
13991.0,2011-11-27 16:18:00,11,False
13992.0,2011-11-09 15:23:00,29,False
13993.0,2011-10-28 09:06:00,42,False
13994.0,2011-12-06 11:05:00,3,False
13995.0,2011-11-24 14:22:00,14,False
13996.0,2010-11-18 16:27:00,385,True
13997.0,2010-07-08 18:06:00,518,True
13998.0,2010-09-19 10:20:00,446,True
13999.0,2011-11-29 13:40:00,9,False
14000.0,2011-05-12 16:50:00,210,True
14001.0,2011-10-25 10:31:00,45,False
14002.0,2011-07-28 15:55:00,133,True
14003.0,2009-12-07 08:53:00,732,True
14004.0,2011-10-27 14:40:00,42,False
14005.0,2011-11-30 12:41:00,9,False
14006.0,2011-08-16 09:39:00,115,True
14007.0,2010-07-15 09:06:00,512,True
14008.0,2010-10-03 13:09:00,431,True
14009.0,2011-05-25 15:47:00,197,True
14010.0,2010-05-23 13:00:00,564,True
14011.0,2010-08-16 15:31:00,479,True
14012.0,2011-03-07 12:26:00,277,True
14013.0,2011-08-21 15:01:00,109,True
14014.0,2011-09-23 13:18:00,76,False
14015.0,2011-10-18 10:02:00,52,False
14016.0,2011-07-01 11:29:00,161,True
14017.0,2010-05-17 14:52:00,570,True
14018.0,2010-03-04 14:23:00,644,True
14019.0,2011-10-24 10:13:00,46,False
14020.0,2011-11-23 09:22:00,16,False
14021.0,2011-07-07 15:46:00,154,True
14022.0,2011-04-28 14:39:00,224,True
14023.0,2011-12-02 13:58:00,6,False
14024.0,2011-08-10 11:30:00,121,True
14025.0,2010-09-01 10:11:00,464,True
14026.0,2010-08-26 10:31:00,470,True
14027.0,2011-10-10 09:01:00,60,False
14028.0,2010-06-07 13:33:00,549,True
14029.0,2011-10-07 14:46:00,62,False
14030.0,2011-11-21 16:48:00,17,False
14031.0,2011-12-02 17:13:00,6,False
14032.0,2011-12-07 15:23:00,1,False
14033.0,2010-06-02 15:10:00,554,True
14034.0,2011-11-17 14:02:00,21,False
14035.0,2011-11-11 10:03:00,28,False
14036.0,2011-02-28 09:26:00,284,True
14037.0,2011-06-16 13:57:00,175,True
14038.0,2011-09-22 13:37:00,77,False
14039.0,2011-11-06 13:48:00,32,False
14040.0,2011-10-30 12:42:00,40,False
14041.0,2011-03-18 13:25:00,265,True
14042.0,2009-12-14 15:07:00,724,True
14043.0,2010-08-05 18:18:00,490,True
14044.0,2011-11-13 12:05:00,26,False
14045.0,2011-08-22 15:27:00,108,True
14046.0,2011-02-28 14:48:00,283,True
14047.0,2011-12-01 11:43:00,8,False
14048.0,2011-02-07 14:53:00,304,True
14049.0,2011-11-23 12:20:00,16,False
14050.0,2011-11-08 10:00:00,31,False
14051.0,2011-12-09 10:20:00,0,False
14052.0,2011-11-20 12:30:00,19,False
14053.0,2011-08-07 14:27:00,123,True
14054.0,2011-10-05 15:49:00,64,False
14055.0,2011-08-25 15:04:00,105,True
14056.0,2011-12-08 13:36:00,0,False
14057.0,2011-11-16 10:32:00,23,False
14058.0,2010-09-03 09:31:00,462,True
14059.0,2011-03-18 10:06:00,266,True
14060.0,2011-12-05 12:29:00,4,False
14061.0,2010-07-20 17:22:00,506,True
14062.0,2011-11-30 10:04:00,9,False
14063.0,2010-09-27 16:18:00,437,True
14064.0,2011-11-10 13:14:00,28,False
14065.0,2010-11-15 16:13:00,388,True
14066.0,2011-03-18 12:21:00,266,True
14067.0,2011-10-07 10:21:00,63,False
14068.0,2011-01-23 16:02:00,319,True
14069.0,2010-07-13 12:12:00,514,True
14070.0,2010-01-24 12:27:00,684,True
14071.0,2011-12-06 12:27:00,3,False
14072.0,2010-02-11 12:31:00,666,True
14073.0,2011-11-07 15:49:00,31,False
14074.0,2010-03-26 13:55:00,622,True
14075.0,2011-12-05 08:38:00,4,False
14076.0,2011-08-02 15:19:00,128,True
14077.0,2011-10-30 12:35:00,40,False
14078.0,2011-08-30 12:16:00,101,True
14079.0,2011-08-07 12:10:00,124,True
14080.0,2011-11-07 11:09:00,32,False
14081.0,2011-02-10 16:17:00,301,True
14082.0,2010-12-10 11:02:00,364,True
14083.0,2011-12-05 13:14:00,3,False
14084.0,2010-07-15 14:36:00,511,True
14085.0,2011-12-07 13:46:00,1,False
14086.0,2010-09-03 10:52:00,462,True
14087.0,2011-12-07 12:41:00,2,False
14088.0,2011-11-29 16:16:00,9,False
14089.0,2011-10-14 10:38:00,56,False
14090.0,2011-01-19 10:51:00,324,True
14091.0,2010-02-23 15:17:00,653,True
14092.0,2011-12-02 12:13:00,7,False
14093.0,2011-11-27 16:27:00,11,False
14094.0,2010-09-26 11:58:00,439,True
14095.0,2009-12-17 12:49:00,722,True
14096.0,2011-12-05 17:17:00,3,False
14097.0,2010-08-15 14:20:00,480,True
14098.0,2011-11-03 10:13:00,36,False
14099.0,2011-11-23 13:53:00,15,False
14100.0,2011-07-25 11:01:00,137,True
14101.0,2011-09-27 12:28:00,73,False
14102.0,2011-12-04 15:38:00,4,False
14104.0,2011-07-08 12:50:00,154,True
14105.0,2011-04-14 17:58:00,238,True
14106.0,2009-12-02 14:09:00,736,True
14107.0,2011-10-19 12:12:00,51,False
14108.0,2011-11-09 10:41:00,30,False
14109.0,2011-09-28 10:18:00,72,False
14110.0,2011-12-06 12:26:00,3,False
14111.0,2011-11-25 13:44:00,13,False
14112.0,2011-11-17 12:30:00,22,False
14113.0,2011-12-06 12:18:00,3,False
14114.0,2011-03-11 09:42:00,273,True
14115.0,2010-07-26 12:36:00,501,True
14116.0,2011-11-20 10:29:00,19,False
14117.0,2011-07-19 09:49:00,143,True
14118.0,2010-10-07 11:59:00,428,True
14119.0,2010-11-29 10:33:00,375,True
14121.0,2011-12-06 12:19:00,3,False
14122.0,2010-10-29 15:11:00,405,True
14123.0,2009-12-06 15:35:00,732,True
14124.0,2011-09-16 13:32:00,83,False
14125.0,2011-11-29 12:47:00,10,False
14126.0,2011-12-02 11:45:00,7,False
14127.0,2011-08-09 10:49:00,122,True
14128.0,2011-10-10 12:00:00,60,False
14129.0,2011-12-08 11:02:00,1,False
14130.0,2011-01-24 16:05:00,318,True
14131.0,2010-03-01 11:59:00,648,True
14132.0,2011-12-07 13:35:00,1,False
14133.0,2011-08-02 11:34:00,129,True
14134.0,2010-11-22 12:26:00,382,True
14135.0,2011-12-08 11:38:00,1,False
14136.0,2010-11-04 11:53:00,400,True
14137.0,2010-01-13 12:30:00,695,True
14138.0,2011-12-08 12:44:00,1,False
14139.0,2011-10-24 13:34:00,45,False
14140.0,2011-12-06 09:05:00,3,False
14141.0,2011-12-07 09:53:00,2,False
14142.0,2010-12-01 16:33:00,372,True
14143.0,2011-07-29 09:48:00,133,True
14144.0,2010-08-10 15:17:00,485,True
14145.0,2011-10-24 12:10:00,46,False
14146.0,2011-12-01 10:18:00,8,False
14147.0,2011-09-22 18:10:00,77,False
14148.0,2011-04-20 12:02:00,233,True
14149.0,2011-05-03 09:44:00,220,True
14150.0,2011-11-04 10:05:00,35,False
14151.0,2010-02-04 15:35:00,672,True
14152.0,2011-09-25 12:54:00,74,False
14153.0,2010-08-13 14:35:00,482,True
14154.0,2011-04-14 16:26:00,238,True
14155.0,2011-03-18 14:13:00,265,True
14156.0,2011-11-30 10:54:00,9,False
14157.0,2011-11-20 11:32:00,19,False
14158.0,2011-10-30 15:08:00,39,False
14159.0,2011-11-20 12:36:00,19,False
14160.0,2010-04-08 14:30:00,609,True
14161.0,2011-05-08 11:41:00,215,True
14162.0,2011-06-19 11:36:00,173,True
14163.0,2011-09-13 15:18:00,86,False
14164.0,2011-09-30 12:24:00,70,False
14165.0,2011-03-09 12:39:00,275,True
14166.0,2010-07-22 19:42:00,504,True
14167.0,2011-10-31 14:29:00,38,False
14168.0,2010-10-15 10:49:00,420,True
14169.0,2010-10-05 08:45:00,430,True
14170.0,2010-11-29 13:10:00,374,True
14171.0,2011-09-02 16:43:00,97,True
14172.0,2010-04-13 13:26:00,604,True
14173.0,2011-11-29 11:54:00,10,False
14174.0,2011-11-06 13:17:00,32,False
14175.0,2011-10-11 11:55:00,59,False
14176.0,2011-02-15 13:12:00,296,True
14177.0,2011-09-14 15:11:00,85,False
14178.0,2011-12-01 12:01:00,8,False
14179.0,2011-10-30 12:07:00,40,False
14180.0,2011-11-29 10:56:00,10,False
14181.0,2010-10-25 08:27:00,410,True
14182.0,2010-09-22 11:45:00,443,True
14183.0,2010-10-24 14:45:00,410,True
14184.0,2011-10-04 12:43:00,66,False
14185.0,2011-01-12 13:52:00,330,True
14186.0,2010-10-08 13:30:00,426,True
14187.0,2010-08-23 12:06:00,473,True
14188.0,2011-11-09 12:45:00,30,False
14189.0,2011-12-07 15:55:00,1,False
14190.0,2010-02-11 14:27:00,665,True
14191.0,2011-12-08 09:23:00,1,False
14192.0,2010-11-16 17:44:00,387,True
14193.0,2011-10-03 09:34:00,67,False
14194.0,2011-12-05 10:38:00,4,False
14195.0,2011-05-22 10:29:00,201,True
14196.0,2011-08-25 10:25:00,106,True
14197.0,2010-10-25 10:01:00,410,True
14198.0,2011-11-21 16:35:00,17,False
14199.0,2011-05-05 13:44:00,217,True
14200.0,2010-04-01 13:01:00,616,True
14201.0,2011-10-10 13:27:00,59,False
14202.0,2010-11-23 17:13:00,380,True
14203.0,2010-11-07 13:35:00,396,True
14204.0,2011-12-07 13:38:00,1,False
14205.0,2011-11-23 10:55:00,16,False
14206.0,2011-04-14 16:38:00,238,True
14207.0,2010-01-21 09:33:00,687,True
14208.0,2011-09-06 12:48:00,94,True
14209.0,2011-11-29 10:18:00,10,False
14210.0,2011-08-26 12:36:00,105,True
14211.0,2011-10-17 13:23:00,52,False
14212.0,2011-09-11 12:45:00,89,False
14213.0,2010-10-31 10:37:00,404,True
14214.0,2011-11-09 10:31:00,30,False
14215.0,2011-11-28 12:19:00,11,False
14216.0,2011-12-06 14:56:00,2,False
14217.0,2011-12-08 11:53:00,1,False
14218.0,2011-10-28 10:00:00,42,False
14219.0,2011-12-05 16:23:00,3,False
14220.0,2011-04-06 13:23:00,246,True
14221.0,2011-10-28 13:42:00,41,False
14222.0,2011-06-15 16:42:00,176,True
14223.0,2011-09-08 13:38:00,91,True
14224.0,2011-08-21 13:24:00,109,True
14225.0,2010-10-01 10:32:00,434,True
14226.0,2011-11-11 11:34:00,28,False
14227.0,2011-11-13 15:48:00,25,False
14228.0,2010-09-28 09:45:00,437,True
14229.0,2011-10-19 10:04:00,51,False
14230.0,2010-09-30 09:07:00,435,True
14231.0,2011-06-09 11:05:00,183,True
14232.0,2011-10-28 11:09:00,42,False
14233.0,2011-10-21 15:54:00,48,False
14234.0,2011-11-17 17:53:00,21,False
14235.0,2011-09-25 14:37:00,74,False
14236.0,2011-09-20 09:13:00,80,False
14237.0,2010-12-01 13:20:00,372,True
14238.0,2011-01-17 14:40:00,325,True
14239.0,2011-10-27 14:40:00,42,False
14240.0,2011-11-09 13:45:00,29,False
14241.0,2011-06-09 11:46:00,183,True
14242.0,2011-04-19 11:46:00,234,True
14243.0,2011-12-01 11:12:00,8,False
14244.0,2010-02-17 11:40:00,660,True
14245.0,2011-05-04 08:40:00,219,True
14246.0,2011-08-21 11:50:00,110,True
14247.0,2011-03-06 15:21:00,277,True
14248.0,2011-01-25 14:45:00,317,True
14249.0,2010-10-25 12:34:00,410,True
14250.0,2011-12-02 14:30:00,6,False
14251.0,2011-12-08 08:32:00,1,False
14252.0,2010-11-23 13:36:00,380,True
14253.0,2010-08-03 14:55:00,492,True
14254.0,2010-10-03 11:52:00,432,True
14255.0,2010-06-11 15:54:00,545,True
14256.0,2011-03-24 13:17:00,259,True
14257.0,2011-10-06 16:54:00,63,False
14258.0,2011-11-30 15:27:00,8,False
14259.0,2011-07-21 10:44:00,141,True
14260.0,2010-08-25 14:55:00,470,True
14261.0,2011-10-20 10:04:00,50,False
14262.0,2011-12-01 14:17:00,7,False
14263.0,2010-10-12 14:09:00,422,True
14264.0,2011-07-08 10:20:00,154,True
14265.0,2011-08-22 13:32:00,108,True
14266.0,2010-10-07 13:32:00,427,True
14267.0,2011-06-30 10:09:00,162,True
14268.0,2010-08-26 10:45:00,470,True
14269.0,2010-09-26 12:53:00,438,True
14270.0,2011-01-12 09:33:00,331,True
14271.0,2011-04-28 12:47:00,225,True
14272.0,2011-09-27 10:08:00,73,False
14273.0,2011-10-19 13:20:00,50,False
14274.0,2010-01-22 12:51:00,685,True
14275.0,2010-11-09 09:06:00,395,True
14276.0,2011-09-02 09:45:00,98,True
14277.0,2011-11-24 15:01:00,14,False
14278.0,2010-10-26 12:07:00,409,True
14279.0,2010-07-07 08:42:00,520,True
14280.0,2011-05-27 10:37:00,196,True
14281.0,2010-10-27 14:45:00,407,True
14282.0,2011-12-06 17:04:00,2,False
14283.0,2010-09-02 14:46:00,462,True
14284.0,2011-11-09 08:11:00,30,False
14285.0,2011-11-18 14:50:00,20,False
14286.0,2011-11-16 10:34:00,23,False
14287.0,2011-12-01 13:25:00,7,False
14288.0,2011-05-10 13:22:00,212,True
14289.0,2011-12-01 11:44:00,8,False
